date,open,high,low,close,volume,ma_7,ma_30,ma_90,daily_return,volatility_7,volatility_30,rsi,macd,macd_signal,bb_upper,bb_lower
2021-09-07,1795.9,1825.7,1792.7,1825.7,48,1815.8286,1792.81,1817.25,0.2636,0.4303,0.8111,68.0266,7.5379,2.3544,1845.0669,1729.7731
2021-09-08,1790.7,1790.7,1781.7,1781.7,69,1812.7286,1792.0767,1817.36,-2.41,1.0462,0.9267,47.9571,4.9557,2.8747,1840.7899,1739.3601
2021-09-09,1797.4,1798.7,1787.9,1798.7,49,1809.9428,1792.05,1817.4733,0.9541,1.0682,0.9432,55.899,4.2322,3.1462,1834.9291,1752.3609
2021-09-10,1789.6,1789.6,1789.6,1789.6,0,1806.1857,1791.4833,1817.4889,-0.5059,1.0765,0.9447,51.682,2.8912,3.0952,1831.4799,1759.8001
2021-09-13,1792.0,1796.0,1784.0,1789.8,533,1802.8,1790.21,1817.5811,0.0112,1.0794,0.9166,54.156,1.8236,2.8409,1828.6428,1765.7872
2021-09-14,1804.7,1806.2,1783.0,1791.4,764,1799.6857,1789.51,1817.6089,0.0894,1.0829,0.9048,46.4126,1.094,2.4915,1828.0353,1767.8447
2021-09-15,1792.4,1803.7,1792.4,1803.7,59,1797.2286,1789.2233,1817.1733,0.6866,1.1109,0.9143,54.2669,1.4911,2.2914,1828.5383,1768.9417
2021-09-16,1754.6,1792.9,1743.9,1792.9,1645,1792.5428,1788.6767,1816.6989,-0.5988,1.1078,0.9203,51.9191,0.9237,2.0179,1828.4848,1769.5051
2021-09-17,1749.4,1763.0,1749.4,1758.8,581,1789.2714,1786.9433,1815.8278,-1.9019,0.9481,0.9815,36.1834,-2.2516,1.164,1831.537,1764.333
2021-09-20,1761.8,1761.8,1750.9,1751.8,185,1782.5714,1785.3433,1815.0122,-0.398,0.8053,0.9784,28.3854,-5.2721,-0.1233,1835.3829,1757.2571
2021-09-21,1776.0,1776.0,1759.0,1762.2,106,1778.6572,1785.6333,1814.4289,0.5937,0.8791,0.8651,33.3951,-6.7489,-1.4484,1836.6818,1754.4982
2021-09-22,1776.7,1784.3,1767.0,1776.7,17,1776.7857,1787.2367,1813.8978,0.8228,0.9637,0.8326,39.4131,-6.6724,-2.4932,1836.2233,1752.5267
2021-09-23,1747.7,1766.8,1738.2,1766.8,31,1773.2714,1788.5533,1812.9744,-0.5572,0.9733,0.8406,37.3501,-7.3261,-3.4598,1836.744,1749.486
2021-09-24,1749.7,1749.7,1745.0,1749.7,76,1765.5571,1788.5533,1811.6322,-0.9679,0.9237,0.8291,31.5352,-9.1189,-4.5916,1838.9633,1743.4967
2021-09-27,1750.0,1754.4,1747.5,1751.7,808,1759.6714,1788.3333,1810.3578,0.1143,0.9411,0.8243,30.5263,-10.26,-5.7253,1839.1239,1738.1661
2021-09-28,1735.8,1741.7,1726.8,1739.6,15748,1756.9286,1787.09,1808.9589,-0.6908,0.678,0.8079,36.6856,-12.0024,-6.9807,1837.6829,1731.7471
2021-09-29,1721.5,1744.1,1721.4,1732.4,6634,1754.1571,1785.2467,1807.4067,-0.4139,0.6789,0.7999,27.6466,-13.8051,-8.3456,1836.2504,1724.8296
2021-09-30,1755.3,1760.3,1724.5,1725.5,997,1748.9143,1783.17,1805.6667,-0.3983,0.5944,0.8015,28.0629,-15.6105,-9.7985,1834.7164,1717.5636
2021-10-01,1757.0,1762.6,1748.5,1754.3,2220,1745.7143,1782.3133,1804.2422,1.6691,0.8786,0.8622,39.8397,-14.5497,-10.7488,1829.8161,1716.5739
2021-10-04,1766.2,1768.9,1749.5,1764.5,417,1745.3857,1781.66,1802.7222,0.5814,0.9018,0.8685,42.6623,-12.7391,-11.1469,1822.4257,1718.3243
2021-10-05,1759.6,1764.3,1749.0,1764.3,98,1747.4714,1781.2433,1801.25,-0.0113,0.8001,0.8656,38.493,-11.1913,-11.1558,1812.3935,1722.2165
2021-10-06,1760.5,1762.9,1744.7,1759.3,56,1748.5572,1779.8533,1799.7144,-0.2834,0.8147,0.8262,39.8428,-10.25,-10.9746,1810.879,1721.491
